episode,scores,steps
0,100,1
1,-10,137
2,-10,150
3,-10,221
4,-10,235
5,-10,286
6,-10,365
7,-10,386
8,-10,547
9,-10,740
10,100,758
11,100,1072
12,-10,1164
13,100,1213
14,-10,1420
15,-10,1506
16,100,1532
17,100,1547
18,100,1574
19,100,1596
20,100,1639
21,-10,1663
22,-10,1690
23,100,1702
24,-10,1744
25,100,1760
26,100,1766
27,100,1767
28,100,1773
29,-10,1799
30,-10,1839
31,-10,1887
32,-10,2132
33,-10,2212
34,100,2367
35,100,2396
36,100,2413
37,100,2422
38,-10,2440
39,-10,2474
40,100,2538
41,100,2543
42,-10,2569
43,100,2619
44,100,2650
45,-10,2682
46,100,2699
47,100,2707
48,100,2755
49,100,2788
50,100,2808
51,-10,2827
52,100,2861
53,-10,2882
54,100,2896
55,100,2954
56,-10,3010
57,100,3040
58,-10,3084
59,100,3098
60,100,3111
61,-10,3183
62,-10,3239
63,100,3275
64,-10,3334
65,100,3353
66,-10,3400
67,100,3443
68,100,3482
69,100,3483
70,-10,3553
71,100,3579
72,100,3649
73,-10,3708
74,100,3722
75,100,3727
76,-10,3744
77,100,3757
78,100,3761
79,100,3781
80,100,3839
81,100,3893
82,100,3911
83,100,3923
84,100,3944
85,100,3956
86,-10,4456
87,-10,4956
88,100,4984
89,-10,5005
90,100,5006
91,-10,5506
92,-10,5696
93,100,5884
94,100,6346
95,100,6614
96,100,6627
97,100,6631
98,100,6658
99,100,6665
100,100,6670
101,100,6671
102,100,6692
103,100,6885
104,100,6886
105,-10,6960
106,100,7177
107,100,7191
108,100,7210
109,-10,7290
110,100,7454
111,-10,7546
112,100,7573
113,100,7574
114,100,7580
115,-10,7671
116,100,7690
117,100,7695
118,-10,7734
119,100,7813
120,100,7820
121,100,7827
122,100,7841
123,100,7861
124,-10,7955
125,100,7969
126,100,8128
127,100,8288
128,100,8483
129,100,8512
130,100,8535
131,100,8550
132,-10,8709
133,100,8716
134,100,8781
135,100,8794
136,100,8795
137,100,8902
138,100,9111
139,100,9112
140,100,9196
141,-10,9239
142,100,9270
143,100,9324
144,100,9345
145,100,9358
146,-10,9469
147,-10,9530
148,100,9560
149,100,9574
150,-10,9668
151,-10,9725
152,-10,9801
153,-10,9869
154,100,9946
155,100,9966
156,-10,10002
157,-10,10102
158,-10,10158
159,100,10181
160,100,10191
161,100,10209
162,100,10223
163,-10,10244
164,-10,10307
165,100,10308
166,-10,10366
167,-10,10386
168,100,10392
169,100,10504
170,-10,10609
171,100,10640
172,100,10873
173,100,10961
174,-10,11042
175,-10,11132
176,-10,11223
177,100,11260
178,100,11328
179,100,11342
180,100,11357
181,100,11364
182,100,11384
183,-10,11401
184,100,11409
185,100,11531
186,100,11548
187,100,11586
188,100,11596
189,100,11597
190,100,11678
191,100,11711
192,100,11747
193,-10,11765
194,100,11836
195,-10,11901
196,100,11917
197,100,11936
198,100,11951
199,100,11986
200,100,12068
201,100,12078
202,-10,12121
203,100,12222
204,-10,12246
205,100,12259
206,100,12260
207,100,12290
208,-10,12309
209,100,12310
210,100,12424
211,-10,12541
212,100,12554
213,100,12611
214,100,12666
215,100,12673
216,-10,12747
217,-10,12824
218,100,12834
219,-10,12873
220,100,12886
221,-10,12987
222,100,13035
223,-10,13088
224,100,13099
225,-10,13116
226,-10,13162
227,100,13196
228,-10,13213
229,100,13244
230,100,13266
231,100,13283
232,100,13305
233,-10,13386
234,100,13413
235,100,13435
236,100,13448
237,100,13533
238,-10,13556
239,100,13582
240,100,13591
241,-10,13669
242,100,13679
243,-10,13731
244,-10,13789
245,100,13794
246,-10,13817
247,100,13895
248,100,13968
249,100,13998
250,100,14081
251,100,14095
252,100,14176
253,-10,14206
254,100,14221
255,-10,14285
256,100,14296
257,100,14309
258,100,14317
259,100,14329
260,100,14336
261,100,14365
262,100,14441
263,100,14446
264,100,14447
265,100,14513
266,100,14598
267,100,14674
268,100,14755
269,100,14784
