2,210,1.00,0.10
2,220,1.00,0.10
2,230,1.00,0.10
2,240,1.00,0.10
2,250,-10.00,0.00
2,260,12.00,0.20
2,270,1.00,0.10
2,280,12.00,0.20
2,290,12.00,0.20
2,300,-10.00,0.00
2,310,1.00,0.10
2,320,12.00,0.20
2,330,1.00,0.10
2,340,1.00,0.10
2,350,-10.00,0.00
2,360,12.00,0.20
2,370,34.00,0.40
2,380,-10.00,0.00
2,390,1.00,0.10
2,400,-10.00,0.00
2,410,1.00,0.10
2,420,-10.00,0.00
2,430,23.00,0.30
2,440,1.00,0.10
2,450,-10.00,0.00
2,460,1.00,0.10
2,470,-10.00,0.00
2,480,12.00,0.20
2,490,12.00,0.20
2,500,12.00,0.20
2,510,12.00,0.20
2,520,1.00,0.10
2,530,-10.00,0.00
2,540,-10.00,0.00
2,550,12.00,0.20
2,560,1.00,0.10
2,570,1.00,0.10
2,580,1.00,0.10
2,590,1.00,0.10
2,600,23.00,0.30
2,610,-10.00,0.00
2,620,12.00,0.20
2,630,12.00,0.20
2,640,23.00,0.30
2,650,12.00,0.20
2,660,1.00,0.10
2,670,-10.00,0.00
2,680,-10.00,0.00
2,690,12.00,0.20
2,700,1.00,0.10
2,710,1.00,0.10
2,720,-10.00,0.00
2,730,-10.00,0.00
2,740,1.00,0.10
2,750,-10.00,0.00
2,760,12.00,0.20
2,770,-10.00,0.00
2,780,-10.00,0.00
2,790,-10.00,0.00
2,800,1.00,0.10
2,810,1.00,0.10
2,820,-10.00,0.00
2,830,1.00,0.10
2,840,-10.00,0.00
2,850,1.00,0.10
2,860,12.00,0.20
2,870,-10.00,0.00
2,880,12.00,0.20
2,890,-10.00,0.00
2,900,12.00,0.20
2,910,12.00,0.20
2,920,1.00,0.10
2,930,1.00,0.10
2,940,1.00,0.10
2,950,12.00,0.20
2,960,1.00,0.10
2,970,-10.00,0.00
2,980,1.00,0.10
2,990,12.00,0.20
2,1000,1.00,0.10
2,1010,-10.00,0.00
2,1020,12.00,0.20
2,1030,-10.00,0.00
2,1040,-10.00,0.00
2,1050,1.00,0.10
2,1060,1.00,0.10
2,1070,12.00,0.20
2,1080,-10.00,0.00
2,1090,1.00,0.10
2,1100,-10.00,0.00
2,1110,12.00,0.20
2,1120,12.00,0.20
2,1130,1.00,0.10
2,1140,23.00,0.30
2,1150,-10.00,0.00
