episode,scores,steps
0,100,1
1,-10,145
2,100,170
3,-10,226
4,-10,258
5,-10,289
6,-10,321
7,-10,358
8,-10,399
9,-10,442
10,100,450
11,-10,503
12,-10,561
13,-10,642
14,-10,711
15,-10,783
16,-10,867
17,-10,953
18,-10,1024
19,-10,1084
20,-10,1154
21,-10,1269
22,-10,1423
23,-10,1603
24,-10,1678
25,-10,1762
26,100,1782
27,100,1783
28,100,1806
29,-10,1858
30,-10,1905
31,-10,1955
32,-10,1991
33,-10,2026
34,-10,2060
35,-10,2092
36,-10,2126
37,100,2144
38,-10,2191
39,-10,2224
40,-10,2263
41,100,2274
42,-10,2304
43,-10,2331
44,-10,2359
45,-10,2392
46,-10,2425
47,-10,2527
48,-10,2558
49,-10,2590
50,-10,2614
51,-10,2656
52,-10,2688
53,-10,2718
54,-10,2742
55,-10,2776
56,-10,2806
57,-10,2834
58,-10,2883
59,-10,2919
60,-10,2967
61,-10,3000
62,-10,3027
63,-10,3063
64,-10,3101
65,-10,3130
66,-10,3158
67,-10,3186
68,-10,3240
69,100,3241
70,-10,3286
71,-10,3331
72,-10,3391
73,-10,3429
74,-10,3523
75,-10,3555
76,-10,3696
77,-10,3772
78,100,3783
79,-10,3812
80,-10,3879
81,-10,3914
82,-10,3972
83,-10,4004
84,-10,4036
85,-10,4082
86,-10,4156
87,-10,4203
88,-10,4235
89,-10,4281
90,100,4282
91,-10,4367
92,-10,4402
93,-10,4444
94,-10,4483
95,-10,4523
96,-10,4565
97,100,4576
98,-10,4619
99,-10,4654
100,100,4667
101,100,4668
102,-10,4734
103,-10,4791
104,100,4792
105,-10,4834
106,-10,4878
107,-10,4950
108,-10,4990
109,-10,5039
110,-10,5083
111,-10,5122
112,-10,5169
113,100,5170
114,-10,5207
115,-10,5248
116,-10,5288
117,100,5300
118,-10,5333
119,-10,5381
120,-10,5449
121,-10,5496
122,-10,5624
123,-10,5661
124,-10,5713
125,-10,5848
126,-10,5894
127,-10,5939
128,-10,5984
129,-10,6021
130,100,6093
131,-10,6141
132,-10,6192
133,100,6206
134,-10,6244
135,-10,6307
136,100,6308
137,-10,6349
138,-10,6398
139,100,6399
140,-10,6456
141,-10,6509
142,-10,6555
143,-10,6609
144,-10,6666
145,100,6704
146,-10,6763
147,-10,6818
148,-10,6866
149,-10,6906
150,-10,6961
151,-10,7014
152,-10,7072
153,-10,7131
154,-10,7267
155,-10,7321
156,-10,7370
157,-10,7423
158,-10,7468
159,-10,7518
160,-10,7585
161,-10,7640
162,-10,7768
163,-10,7815
164,-10,7873
165,100,7874
166,-10,7930
167,-10,7990
168,100,7999
169,-10,8055
170,-10,8116
171,-10,8164
172,-10,8229
173,-10,8300
174,-10,8361
175,-10,8417
176,-10,8535
177,-10,8599
178,-10,8653
179,100,8731
180,100,8755
181,100,8762
182,-10,8809
183,-10,8865
184,100,8879
185,-10,8952
186,-10,9004
187,-10,9060
188,-10,9105
189,100,9106
190,-10,9221
191,-10,9274
192,-10,9325
193,-10,9380
194,-10,9503
195,-10,9568
196,100,9586
197,100,9619
198,100,9656
199,-10,9722
200,-10,9855
201,-10,9925
202,-10,9983
203,-10,10055
204,-10,10096
205,100,10147
206,100,10148
207,-10,10203
208,-10,10247
209,100,10248
210,-10,10361
211,-10,10493
212,100,10543
213,-10,10634
214,-10,10718
215,-10,10850
216,-10,10902
217,-10,10988
218,-10,11036
219,-10,11117
220,100,11142
221,-10,11279
222,-10,11336
223,-10,11385
224,100,11405
225,-10,11460
226,-10,11515
227,-10,11562
228,-10,11600
229,-10,11746
230,-10,11850
231,100,11885
232,100,11953
233,-10,12089
234,100,12133
235,-10,12183
236,-10,12233
237,-10,12381
238,-10,12463
239,-10,12518
240,-10,12569
241,-10,12702
242,-10,12745
243,-10,12832
244,-10,12879
245,100,12886
246,-10,12944
247,-10,13044
248,100,13206
249,-10,13264
250,-10,13343
251,-10,13491
252,-10,13545
253,-10,13685
254,100,13733
255,-10,13851
256,-10,13904
257,100,13937
258,100,13950
259,100,14013
260,100,14023
261,-10,14083
262,-10,14143
263,100,14149
264,100,14150
265,-10,14274
266,-10,14404
267,-10,14532
268,-10,14648
269,-10,14703
270,-10,14775
271,-10,14837
272,100,14893
273,-10,14946
274,100,14966
275,100,15195
276,-10,15333
277,-10,15409
278,-10,15541
279,100,15598
280,100,15620
281,100,15668
282,100,15680
283,100,15681
284,100,15715
285,-10,15778
286,100,15828
287,-10,15926
