episode,scores,steps
0,-10,500
1,-10,1000
2,-10,1337
3,-10,1405
4,-10,1463
5,-10,1525
6,-10,1588
7,-10,1652
8,-10,1712
9,-10,1774
10,-10,1831
11,100,1862
12,-10,1908
13,-10,1944
14,-10,1978
15,-10,2009
16,-10,2046
17,-10,2107
18,-10,2164
19,-10,2215
20,100,2231
21,100,2278
22,-10,2324
23,-10,2420
24,-10,2485
25,-10,2561
26,-10,2625
27,-10,2686
28,-10,2777
29,-10,2841
30,-10,2922
31,100,2934
32,-10,2998
33,-10,3065
34,-10,3122
35,-10,3178
36,-10,3237
37,100,3282
38,-10,3340
39,-10,3392
40,-10,3450
41,-10,3505
42,-10,3563
43,-10,3621
44,-10,3680
45,-10,3743
46,-10,3800
47,-10,3863
48,100,3892
49,-10,3953
50,-10,4008
51,-10,4065
52,-10,4123
53,-10,4181
54,-10,4235
55,-10,4289
56,-10,4346
57,-10,4403
58,-10,4459
59,-10,4517
60,-10,4578
61,-10,4629
62,100,4656
63,-10,4707
64,-10,4761
65,-10,4814
66,-10,4869
67,-10,4917
68,-10,4964
69,-10,5011
70,-10,5064
71,-10,5110
72,-10,5596
73,-10,5645
74,-10,5693
75,-10,5744
76,-10,5792
77,-10,5842
78,-10,5999
79,-10,6049
80,-10,6092
81,-10,6142
82,-10,6197
83,-10,6247
84,-10,6747
85,-10,7247
86,-10,7297
87,-10,7350
88,-10,7400
89,-10,7454
90,-10,7506
91,-10,7554
92,-10,7719
93,-10,7769
94,-10,7814
95,-10,7969
96,-10,8018
97,-10,8165
98,-10,8458
99,-10,8508
100,-10,8560
101,100,8588
102,-10,8640
103,-10,8692
104,-10,8747
105,-10,8803
106,-10,8856
107,-10,9022
108,-10,9072
109,-10,9120
110,-10,9174
111,-10,9224
112,-10,9275
113,-10,9324
114,-10,9824
115,100,9867
116,-10,10018
117,-10,10366
118,100,10623
119,-10,11045
120,-10,11456
121,-10,11784
122,-10,12103
123,-10,12603
124,-10,12978
125,-10,13478
126,-10,13978
127,100,14043
128,-10,14093
129,-10,14234
130,-10,14281
131,-10,14330
132,-10,14658
133,-10,15158
134,100,15197
135,-10,15697
136,-10,16128
137,-10,16350
138,-10,16827
139,-10,17327
140,-10,17827
141,-10,18228
142,-10,18282
143,-10,18329
144,-10,18389
145,-10,18434
146,-10,18488
147,-10,18639
148,100,18648
149,-10,18950
150,-10,19016
151,-10,19139
152,-10,19333
153,-10,19532
154,-10,19873
155,-10,20074
156,-10,20138
157,-10,20336
158,-10,20473
159,-10,20973
160,-10,21473
161,100,21484
162,-10,21984
163,-10,22427
164,-10,22555
165,-10,23055
166,-10,23322
167,-10,23446
168,-10,23837
169,-10,23894
170,-10,24112
171,-10,24295
172,-10,24583
173,-10,24632
174,-10,24702
175,-10,24807
176,-10,24860
177,-10,25267
178,100,25276
179,-10,25424
180,-10,25590
181,-10,25639
182,100,25654
183,-10,25751
184,-10,25819
185,-10,25853
186,-10,25886
187,-10,25918
188,-10,26033
189,-10,26065
190,-10,26145
191,-10,26175
192,-10,26216
193,-10,26271
194,-10,26309
195,-10,26346
196,-10,26400
197,-10,26471
198,-10,26509
199,100,26560
200,-10,26600
201,-10,26653
202,-10,26701
203,-10,26739
204,-10,26779
205,-10,26826
206,100,26879
207,-10,26913
208,-10,26946
209,-10,27005
210,-10,27042
211,-10,27079
212,-10,27145
213,-10,27201
214,-10,27230
215,-10,27269
216,-10,27305
217,-10,27367
218,-10,27429
219,-10,27489
220,-10,27512
221,-10,27548
222,-10,27610
223,100,27643
224,-10,27667
225,-10,27699
226,-10,27722
227,-10,27746
228,100,27755
229,-10,27824
230,-10,27849
231,-10,27875
232,-10,27901
233,-10,27929
234,-10,27952
235,-10,27982
236,-10,28048
237,-10,28110
238,-10,28146
239,-10,28174
240,-10,28216
241,-10,28252
242,-10,28277
243,-10,28302
244,-10,28331
245,-10,28363
246,-10,28386
247,-10,28410
248,-10,28444
249,-10,28471
250,-10,28500
251,-10,28543
252,-10,28569
253,100,28591
254,-10,28616
255,-10,28640
256,-10,28666
257,-10,28701
258,-10,28724
259,-10,28750
260,-10,28774
261,-10,28807
262,-10,28829
263,-10,28854
264,100,28881
265,-10,28903
266,-10,28931
267,-10,28959
268,-10,28989
269,-10,29015
270,-10,29040
271,100,29100
272,-10,29388
273,-10,29427
274,-10,29462
275,-10,29486
276,-10,29514
277,-10,29544
278,-10,29615
279,-10,29690
280,-10,29716
281,-10,29746
282,-10,29793
283,100,29819
284,-10,29843
285,-10,29870
286,-10,29900
287,100,29909
288,100,29923
289,-10,29945
290,-10,30025
291,-10,30051
292,-10,30082
293,-10,30233
294,-10,30265
295,-10,30294
296,-10,30517
297,-10,30541
298,-10,30569
299,100,30579
300,-10,30598
301,100,30678
302,-10,30700
303,-10,30757
304,-10,30880
305,-10,30911
306,-10,31076
307,-10,31096
308,-10,31161
309,-10,31302
310,-10,31330
311,-10,31363
312,-10,31393
313,-10,31419
314,-10,31542
315,-10,31587
