episode,scores,steps
0,100,86
1,100,180
2,100,241
3,100,299
4,100,375
5,100,455
6,100,564
7,-10,587
8,100,663
9,-10,740
10,100,765
11,100,836
12,100,930
13,100,1002
14,100,1055
15,100,1121
16,-10,1190
17,-10,1254
18,100,1329
19,-10,1408
20,100,1460
21,100,1484
22,100,1542
23,100,1616
24,-10,1695
25,-10,1773
26,100,1818
27,-10,1929
28,100,2031
29,100,2057
30,100,2161
31,100,2206
32,100,2315
33,100,2376
34,100,2502
35,100,2597
36,100,2671
37,100,2703
38,-10,2777
39,100,2880
40,-10,2957
41,100,3074
42,100,3113
43,100,3186
44,-10,3258
45,-10,3330
46,100,3408
47,100,3436
48,100,3511
49,100,3539
50,100,3583
51,100,3700
52,100,3804
53,-10,3874
54,100,3938
55,100,4030
56,100,4106
57,100,4173
58,100,4221
59,100,4303
60,100,4374
61,100,4488
62,100,4514
63,100,4567
64,-10,4635
65,100,4742
66,100,4852
67,100,4969
68,100,5075
69,100,5137
70,100,5179
71,100,5270
72,-10,5363
73,100,5465
74,-10,5546
75,100,5602
76,100,5691
77,-10,5757
78,100,5782
79,100,5821
80,-10,5891
81,100,5975
82,100,6037
83,100,6146
84,100,6212
85,100,6293
86,100,6353
87,100,6409
88,100,6446
89,100,6542
90,100,6597
91,100,6644
92,100,6711
93,100,6773
94,-10,6842
95,100,6855
96,-10,6925
97,100,7048
98,100,7087
99,100,7165
100,100,7212
101,-10,7287
102,-10,7359
103,100,7393
104,-10,7469
105,-10,7533
106,-10,7607
107,100,7665
108,100,7782
109,100,7851
110,100,7934
111,-10,8006
112,-10,8083
113,100,8161
114,100,8296
115,100,8388
116,100,8502
117,100,8605
118,100,8633
119,-10,8698
120,100,8791
121,-10,8859
122,100,8887
123,100,9017
124,100,9158
125,-10,9237
126,100,9276
127,100,9296
128,-10,9406
129,100,9498
130,-10,9578
131,100,9617
132,100,9736
133,100,9825
134,100,9868
135,-10,9944
136,100,10044
137,-10,10111
138,100,10234
139,100,10265
140,-10,10338
